transcript_id,SRR066643,SRR066644,SRR066645,SRR066646,SRR066647,SRR066648
Cre02.g103500_4532.3.v6.1,63,22,36,28,29,99
Cre02.g103550_4532.1.v6.1,1289,1765,1726,862,921,765
Cre02.g104750_4532.2.v6.1,60,71,18,75,124,31
Cre02.g104750_4532.1.v6.1,26,0,47,60,29,78
Cre02.g104800_4532.1.v6.1,64,95,37,46,57,61
Cre02.g104725_4532.2.v6.1,0,0,3,0,0,0
Cre02.g104700_4532.1.v6.1,313,382,414,749,1215,960
Cre02.g104700_4532.2.v6.1,45,42,59,69,20,7
Cre02.g104700_4532.3.v6.1,300,150,249,332,15,5
Cre02.g104725_4532.1.v6.1,20,37,16,19,23,39
Cre02.g104850_4532.1.v6.1,211,238,121,59,59,73
Cre02.g104250_4532.3.v6.1,0,0,2,0,0,0
Cre02.g104400_4532.2.v6.1,0,21,62,0,0,0
Cre02.g104450_4532.2.v6.1,0,11,0,7,3,10
Cre02.g104450_4532.3.v6.1,0,0,0,0,0,0
Cre02.g104650_4532.2.v6.1,0,87,0,0,217,27
Cre02.g104250_4532.2.v6.1,8,10,8,5,13,10
Cre02.g104250_4532.1.v6.1,3,2,6,3,1,2
Cre02.g104300_4532.1.v6.1,32,32,52,72,78,72
Cre02.g104350_4532.1.v6.1,312,401,97,70,120,121
Cre02.g104350_4532.2.v6.1,313,518,420,226,186,188
Cre02.g104350_4532.3.v6.1,112,29,43,6,18,15
Cre02.g104350_4532.4.v6.1,41,3,7,5,5,5
Cre02.g104400_4532.1.v6.1,97,53,0,5,20,19
Cre02.g104400_4532.3.v6.1,42,51,29,25,0,16
Cre02.g104450_4532.1.v6.1,21,1,31,52,34,62
Cre02.g104500_4532.1.v6.1,137,154,114,176,189,179
Cre02.g104550_4532.1.v6.1,66,89,62,46,59,62
Cre02.g104600_4532.1.v6.1,5,4,5,10,11,9
Cre02.g104650_4532.5.v6.1,5,5,0,49,0,0
Cre02.g104650_4532.1.v6.1,172,212,185,117,36,209
Cre02.g104650_4532.3.v6.1,60,43,0,0,0,0
Cre02.g104650_4532.4.v6.1,18,18,0,0,0,0
Cre02.g104900_4532.1.v6.1,1324,1727,1656,975,1080,1076
Cre02.g105400_4532.2.v6.1,0,3,15,31,12,10
Cre02.g105400_4532.1.v6.1,136,331,332,388,408,343
Cre02.g105400_4532.3.v6.1,65,5,38,39,43,56
Cre02.g105400_4532.4.v6.1,68,4,49,7,38,73
Cre02.g105287_4532.1.v6.1,26,25,13,15,27,21
Cre02.g105287_4532.2.v6.1,2,4,1,15,3,12
Cre02.g105300_4532.1.v6.1,24,32,35,21,23,25
Cre02.g105350_4532.1.v6.1,459,405,649,142,178,176
Cre02.g105750_4532.1.v6.1,31,23,40,35,34,30
Cre02.g105750_4532.2.v6.1,7,4,38,20,9,8
Cre02.g104951_4532.2.v6.1,0,0,0,0,0,0
Cre02.g800225_4532.1.v6.1,0,0,0,0,0,0
Cre02.g105000_4532.2.v6.1,0,0,0,0,0,0
Cre02.g105150_4532.2.v6.1,0,0,0,0,0,0
Cre02.g104951_4532.1.v6.1,345,489,228,139,152,179
Cre02.g105000_4532.1.v6.1,7,4,24,0,3,5
Cre02.g105026_4532.1.v6.1,8,8,7,10,12,15
Cre02.g105050_4532.1.v6.1,24,38,29,38,35,38
Cre02.g105100_4532.1.v6.1,200,254,387,257,354,307
Cre02.g105150_4532.1.v6.1,156,226,353,231,253,182
Cre02.g105200_4532.1.v6.1,573,483,863,623,760,840
Cre02.g105200_4532.2.v6.1,54,62,47,62,58,30
Cre02.g105250_4532.1.v6.1,40,35,44,56,52,88
Cre02.g105250_4532.2.v6.1,8,9,4,0,12,0
Cre02.g105250_4532.3.v6.1,8,4,8,8,4,7
Cre02.g105250_4532.4.v6.1,3,3,6,4,4,4
Cre02.g105650_4532.1.v6.1,72,71,74,17,20,28
Cre02.g105700_4532.1.v6.1,22,16,11,8,9,7
Cre02.g105800_4532.1.v6.1,34,21,27,31,59,58
Cre02.g105450_4532.2.v6.1,0,47,0,0,71,0
Cre02.g105450_4532.1.v6.1,58,19,61,44,0,71
Cre02.g105500_4532.1.v6.1,293,314,248,214,230,250
Cre02.g105500_4532.2.v6.1,19,50,43,19,42,19
Cre02.g105550_4532.1.v6.1,27,51,9,0,0,0
Cre02.g105600_4532.1.v6.1,575,676,608,1140,1325,1142
Cre02.g105600_4532.2.v6.1,122,87,37,71,48,45
Cre02.g106150_4532.1.v6.1,106,146,93,91,89,76
Cre02.g105900_4532.1.v6.1,0,0,0,0,0,0
Cre02.g106050_4532.2.v6.1,0,0,58,0,0,0
Cre02.g106100_4532.2.v6.1,0,0,0,0,0,0
Cre02.g105900_4532.2.v6.1,6,4,10,8,6,0
Cre02.g800226_4532.1.v6.1,98,98,110,58,67,71
Cre02.g105950_4532.1.v6.1,87,77,73,54,59,61
Cre02.g106000_4532.1.v6.1,306,201,469,95,135,108
Cre02.g106050_4532.1.v6.1,60,40,37,12,29,22
Cre02.g106100_4532.1.v6.1,35,50,29,43,50,63
Cre02.g106200_4532.1.v6.1,281,382,145,149,138,182
Cre02.g106200_4532.2.v6.1,25,20,12,0,43,15
Cre02.g106250_4532.1.v6.1,324,693,387,48,36,44
Cre02.g106250_4532.2.v6.1,32,15,32,0,0,14
Cre02.g106300_4532.1.v6.1,0,0,0,0,0,0
Cre02.g106300_4532.3.v6.1,0,0,0,0,0,0
Cre02.g106300_4532.4.v6.1,0,0,0,0,0,0
Cre02.g106300_4532.5.v6.1,0,0,0,0,0,0
Cre02.g106300_4532.6.v6.1,0,0,0,0,0,0
Cre02.g106300_4532.7.v6.1,0,0,0,0,0,0
Cre02.g106300_4532.2.v6.1,6,0,9,0,8,10
Cre02.g106350_4532.1.v6.1,38,35,46,41,46,60
Cre02.g106400_4532.3.v6.1,14,84,105,45,138,18
Cre02.g106400_4532.1.v6.1,194,131,108,183,129,206
Cre02.g106400_4532.2.v6.1,29,0,0,0,0,40
Cre02.g106450_4532.1.v6.1,100,33,0,149,747,327
Cre02.g106450_4532.2.v6.1,557,175,148,4454,3518,2572
Cre02.g106450_4532.3.v6.1,16,14,17,22,20,27
Cre02.g800228_4532.1.v6.1,4,4,4,5,7,6
Cre02.g106950_4532.2.v6.1,0,0,0,0,0,0
Cre02.g106950_4532.1.v6.1,97,67,169,92,44,105
Cre02.g106950_4532.3.v6.1,9,75,5,2,108,42
Cre02.g106950_4532.5.v6.1,25,0,16,14,0,0
Cre02.g106950_4532.4.v6.1,16,0,25,12,0,0
Cre02.g106650_4532.1.v6.1,92,106,97,75,84,80
Cre02.g106650_4532.2.v6.1,15,4,12,9,6,6
Cre02.g106650_4532.3.v6.1,7,8,11,4,5,5
Cre02.g106650_4532.4.v6.1,9,16,10,5,5,5
Cre02.g106700_4532.1.v6.1,134,199,150,93,119,115
Cre02.g106700_4532.2.v6.1,35,0,0,0,0,0
Cre02.g106750_4532.1.v6.1,80,99,47,50,56,56
Cre02.g106800_4532.1.v6.1,83,117,92,150,160,152
Cre02.g106800_4532.2.v6.1,11,0,0,17,33,16
Cre02.g106850_4532.1.v6.1,201,234,88,42,70,50
Cre02.g106900_4532.1.v6.1,74,104,118,157,183,102
Cre02.g106900_4532.2.v6.1,13,18,3,0,9,50
Cre02.g107256_4532.1.v6.1,0,0,0,13,14,9
Cre02.g800229_4532.1.v6.1,1,1,1,1,1,1
Cre02.g106500_4532.2.v6.1,153,151,184,241,230,244
Cre02.g106500_4532.1.v6.1,43,75,85,56,82,66
Cre02.g800227_4532.1.v6.1,22,32,35,56,46,37
Cre02.g106550_4532.1.v6.1,188,241,203,153,160,170
Cre02.g106600_4532.2.v6.1,1853,2983,4805,2216,2444,4795
Cre02.g106600_4532.1.v6.1,2864,3086,5145,2284,2750,4935
Cre02.g106600_4532.3.v6.1,284,0,0,0,0,0
Cre02.g106600_4532.4.v6.1,4008,4443,5480,6685,8190,5957
Cre02.g800230_4532.1.v6.1,0,0,0,0,0,0
Cre02.g107300_4532.1.v6.1,917,1276,705,536,702,559
Cre02.g107500_4532.1.v6.1,0,0,69,5,0,0
Cre02.g107500_4532.3.v6.1,0,60,0,0,0,0
Cre02.g107500_4532.2.v6.1,103,40,83,72,80,86
Cre02.g800231_4532.1.v6.1,31,26,24,38,31,26
Cre02.g107550_4532.1.v6.1,85,80,71,89,86,92
Cre02.g107600_4532.1.v6.1,83,77,71,66,79,79
Cre02.g107650_4532.3.v6.1,0,0,0,0,0,0
Cre02.g107650_4532.2.v6.1,0,0,0,0,0,0
Cre02.g107650_4532.1.v6.1,54,7,7,25,39,35
Cre02.g107350_4532.2.v6.1,0,0,21,0,4,0
Cre02.g107350_4532.3.v6.1,0,0,13,0,3,0
Cre02.g107400_4532.4.v6.1,0,17,4,0,0,0
Cre02.g107350_4532.1.v6.1,417,426,437,349,428,473
Cre02.g107400_4532.1.v6.1,101,19,39,58,87,132
Cre02.g107400_4532.2.v6.1,37,143,123,37,62,32
Cre02.g107400_4532.3.v6.1,1,2,1,2,0,0
Cre02.g107450_4532.1.v6.1,582,543,175,147,206,173
Cre02.g107450_4532.2.v6.1,63,44,53,26,24,22
Cre02.g107100_4532.2.v6.1,0,30,65,70,0,60
Cre02.g107100_4532.3.v6.1,0,11,0,0,0,0
Cre02.g107150_4532.3.v6.1,0,0,365,32,0,24
Cre02.g107000_4532.1.v6.1,109,129,204,240,202,228
Cre02.g107050_4532.1.v6.1,611,695,738,647,711,856
Cre02.g107050_4532.3.v6.1,7,7,7,6,0,7
Cre02.g107050_4532.4.v6.1,3,12,5,12,0,4
Cre02.g107050_4532.2.v6.1,5,3,18,19,0,4
Cre02.g107050_4532.5.v6.1,4,5,4,4,0,14
Cre02.g107100_4532.4.v6.1,29,5,0,0,0,0
Cre02.g107100_4532.1.v6.1,197,227,96,57,169,143
Cre02.g107150_4532.1.v6.1,1089,1118,2046,386,476,382
Cre02.g107150_4532.2.v6.1,13,34,35,37,39,14
Cre02.g107200_4532.1.v6.1,196,149,684,244,254,194
Cre02.g108550_4532.1.v6.1,8,5,4,170,168,149
Cre02.g108500_4532.1.v6.1,11,6,14,7,11,13
Cre02.g108400_4532.1.v6.1,407,512,252,163,165,196
Cre02.g108400_4532.2.v6.1,5,5,7,2,17,8
Cre02.g108450_4532.1.v6.1,311,334,148,409,438,317
Cre02.g109100_4532.2.v6.1,0,0,0,0,0,0
Cre02.g109100_4532.3.v6.1,0,0,0,0,0,0
Cre02.g109100_4532.5.v6.1,0,0,0,0,0,0
Cre02.g109100_4532.6.v6.1,0,0,0,0,0,0
Cre02.g109100_4532.4.v6.1,29,40,28,39,41,45
Cre02.g109100_4532.1.v6.1,6,0,0,0,0,0
Cre02.g109150_4532.1.v6.1,0,0,0,2,0,1
Cre02.g107800_4532.2.v6.1,0,12,0,0,0,0
Cre02.g107900_4532.3.v6.1,0,0,0,0,0,0
Cre02.g108000_4532.2.v6.1,0,0,0,0,0,0
Cre02.g108000_4532.3.v6.1,0,17,0,0,0,0
Cre02.g108100_4532.4.v6.1,0,0,0,0,0,0
Cre02.g108100_4532.2.v6.1,0,104,0,4,0,0
Cre02.g108250_4532.2.v6.1,0,172,20,293,407,8
Cre02.g107700_4532.1.v6.1,34,50,54,41,59,55
Cre02.g107750_4532.1.v6.1,92,151,147,104,86,125
Cre02.g107750_4532.2.v6.1,55,15,45,45,48,37
Cre02.g107800_4532.1.v6.1,52,56,69,125,120,100
Cre02.g107800_4532.3.v6.1,31,30,35,0,0,0
Cre02.g107850_4532.1.v6.1,219,181,309,411,375,298
Cre02.g107850_4532.2.v6.1,50,51,67,88,114,83
Cre02.g107900_4532.1.v6.1,181,223,248,188,232,162
Cre02.g107900_4532.2.v6.1,20,21,21,20,20,7
Cre02.g107900_4532.4.v6.1,28,3,16,6,18,26
Cre02.g107950_4532.1.v6.1,46,43,39,0,2,0
Cre02.g108000_4532.1.v6.1,40,65,11,3,3,2
Cre02.g108050_4532.1.v6.1,78,70,68,77,76,59
Cre02.g108100_4532.1.v6.1,159,39,126,105,113,125
Cre02.g108100_4532.3.v6.1,5,0,5,0,4,0
Cre02.g108150_4532.1.v6.1,51,72,25,23,22,16
Cre02.g108200_4532.2.v6.1,35,37,0,0,0,83
Cre02.g108200_4532.1.v6.1,25,22,36,67,72,33
Cre02.g108250_4532.1.v6.1,228,0,317,89,0,420
Cre02.g108300_4532.1.v6.1,330,52,721,366,524,477
Cre02.g108300_4532.2.v6.1,23,167,36,114,46,37
Cre02.g108300_4532.3.v6.1,16,111,20,33,18,32
Cre02.g108350_4532.4.v6.1,279,421,395,61,54,28
Cre02.g108350_4532.1.v6.1,887,1218,1070,371,431,432
Cre02.g108350_4532.3.v6.1,20,31,207,53,51,26
Cre02.g108950_4532.2.v6.1,0,32,21,14,0,0
Cre02.g109000_4532.7.v6.1,0,0,0,0,0,0
Cre02.g109000_4532.2.v6.1,0,0,0,0,0,0
Cre02.g109000_4532.9.v6.1,0,0,0,0,0,0
Cre02.g109000_4532.3.v6.1,0,0,0,0,0,0
Cre02.g109000_4532.5.v6.1,0,63,0,0,33,0
Cre02.g109000_4532.6.v6.1,0,0,0,0,41,0
Cre02.g108950_4532.1.v6.1,33,0,19,21,41,35
Cre02.g109000_4532.1.v6.1,5,0,46,61,0,54
Cre02.g109000_4532.8.v6.1,27,0,0,0,0,0
Cre02.g109000_4532.4.v6.1,38,0,13,0,0,11
Cre02.g109050_4532.1.v6.1,124,161,126,149,216,191
Cre02.g108601_4532.2.v6.1,0,9,9,278,284,249
Cre02.g108700_4532.2.v6.1,0,68,116,177,241,206
Cre02.g108750_4532.1.v6.1,0,0,0,5,5,6
Cre02.g108601_4532.1.v6.1,44,0,16,266,293,340
Cre02.g108700_4532.1.v6.1,77,0,10,74,55,61
Cre02.g108800_4532.1.v6.1,167,267,115,100,116,113
Cre02.g108850_4532.1.v6.1,541,691,512,205,246,290
Cre02.g108900_4532.1.v6.1,523,513,308,570,714,733
Cre02.g109333_4532.2.v6.1,0,0,0,0,0,0
Cre02.g109333_4532.1.v6.1,103,102,119,100,109,93
Cre02.g109366_4532.1.v6.1,2,0,0,0,0,0
Cre02.g109400_4532.1.v6.1,155,161,161,171,170,168
Cre02.g109450_4532.2.v6.1,77,83,60,78,93,102
Cre02.g109450_4532.1.v6.1,16,54,21,13,0,0
Cre02.g109200_4532.2.v6.1,0,0,0,0,0,0
Cre02.g109200_4532.1.v6.1,628,545,1440,570,690,596
Cre02.g109250_4532.1.v6.1,117,117,102,128,213,171
Cre02.g109250_4532.2.v6.1,29,49,94,76,67,68
Cre02.g109683_4532.2.v6.1,0,0,18,20,0,21
Cre02.g109683_4532.1.v6.1,62,97,51,104,135,145
Cre02.g109650_4532.2.v6.1,0,0,0,0,0,8
Cre02.g109550_4532.1.v6.1,215,245,171,167,191,198
Cre02.g109550_4532.2.v6.1,1,10,8,10,11,6
Cre02.g109600_4532.1.v6.1,45,58,36,26,0,29
Cre02.g109650_4532.1.v6.1,230,198,36,39,43,30
Cre02.g110000_4532.3.v6.1,0,0,0,187,0,0
Cre02.g110000_4532.1.v6.1,0,0,0,0,0,19
Cre02.g110000_4532.7.v6.1,0,19,32,0,74,49
Cre02.g110000_4532.4.v6.1,0,0,0,0,0,116
Cre02.g110000_4532.6.v6.1,0,0,0,0,53,14
Cre02.g110000_4532.5.v6.1,0,0,0,0,0,33
Cre02.g110000_4532.2.v6.1,75,51,32,2,100,0
Cre02.g110050_4532.2.v6.1,0,0,0,0,0,0
Cre02.g110050_4532.3.v6.1,0,0,0,0,0,0
Cre02.g110050_4532.4.v6.1,0,0,0,0,0,0
Cre02.g110050_4532.5.v6.1,0,0,0,0,0,0
Cre02.g110050_4532.6.v6.1,0,0,0,0,0,0
Cre02.g110100_4532.2.v6.1,0,32,99,16,142,232
Cre02.g110050_4532.1.v6.1,58,54,71,53,76,74
Cre02.g110100_4532.1.v6.1,181,180,209,447,419,293
Cre02.g109750_4532.2.v6.1,0,0,0,0,0,0
Cre02.g109800_4532.1.v6.1,0,1,0,0,0,0
Cre02.g109750_4532.1.v6.1,252,424,640,2252,1743,766
Cre02.g109750_4532.3.v6.1,385,0,404,0,849,1721
Cre02.g109800_4532.2.v6.1,34,34,34,21,29,32
Cre02.g109850_4532.1.v6.1,90,90,126,68,57,62
Cre02.g109900_4532.2.v6.1,23,5,3,2,0,30
Cre02.g109900_4532.3.v6.1,19,0,3,2,0,0
Cre02.g109900_4532.1.v6.1,19,50,65,36,62,36
Cre02.g109950_4532.1.v6.1,223,221,257,117,153,156
Cre02.g110300_4532.1.v6.1,53,89,108,42,37,35
Cre02.g110150_4532.1.v6.1,0,0,9,0,0,0
Cre02.g110150_4532.2.v6.1,313,358,448,264,233,261
Cre02.g110150_4532.3.v6.1,46,47,44,44,95,30
Cre02.g110200_4532.1.v6.1,90,99,124,99,126,145
Cre02.g110200_4532.2.v6.1,6,22,19,16,2,3
Cre02.g110250_4532.1.v6.1,152,292,266,54,110,100
Cre02.g110250_4532.2.v6.1,25,28,66,60,14,10
Cre02.g110550_4532.2.v6.1,0,109,69,71,0,21
Cre02.g110550_4532.1.v6.1,0,0,40,0,1,110
Cre02.g110550_4532.4.v6.1,0,0,0,0,0,0
Cre02.g110500_4532.1.v6.1,80,130,95,113,122,85
Cre02.g110500_4532.2.v6.1,18,14,11,0,5,17
Cre02.g110550_4532.3.v6.1,162,28,15,77,165,38
Cre02.g110350_4532.1.v6.1,454,658,393,603,629,410
Cre02.g110400_4532.1.v6.1,268,263,228,331,227,296
Cre02.g110400_4532.3.v6.1,9,5,13,6,5,13
Cre02.g110400_4532.2.v6.1,34,38,49,27,94,47
Cre02.g110400_4532.4.v6.1,2,4,2,7,3,3
Cre02.g110450_4532.1.v6.1,26,16,26,14,26,39
Cre02.g110650_4532.2.v6.1,0,80,0,0,0,0
Cre02.g110700_4532.3.v6.1,0,0,0,0,0,0
Cre02.g110700_4532.4.v6.1,0,0,0,0,0,0
Cre02.g110700_4532.5.v6.1,0,0,0,0,0,0
Cre02.g110700_4532.6.v6.1,0,0,0,0,0,0
Cre02.g110700_4532.7.v6.1,0,0,0,0,0,0
Cre02.g110700_4532.2.v6.1,0,0,0,0,0,0
Cre02.g110800_4532.2.v6.1,0,0,0,0,0,0
Cre02.g110600_4532.1.v6.1,77,91,60,80,87,80
Cre02.g110650_4532.1.v6.1,483,391,561,410,450,365
Cre02.g110700_4532.1.v6.1,87,105,60,52,72,58
Cre02.g110700_4532.9.v6.1,4,4,6,4,3,5
Cre02.g110700_4532.8.v6.1,18,48,0,0,0,21
Cre02.g110750_4532.1.v6.1,137,118,110,109,144,151
Cre02.g110800_4532.1.v6.1,2,2,0,24,30,34
Cre02.g111300_4532.2.v6.1,0,0,0,0,0,0
Cre02.g111300_4532.1.v6.1,387,293,415,565,592,422
Cre02.g111300_4532.3.v6.1,230,170,191,289,337,359
Cre02.g110850_4532.1.v6.1,116,130,172,239,276,217
Cre02.g110900_4532.1.v6.1,2,17,14,10,10,0
Cre02.g110950_4532.1.v6.1,99,149,106,63,81,83
Cre02.g111000_4532.1.v6.1,408,418,176,197,199,198
Cre02.g111014_4532.1.v6.1,13,13,17,24,18,24
Cre02.g111050_4532.1.v6.1,503,648,551,463,527,376
Cre02.g111050_4532.2.v6.1,142,0,156,0,0,127
Cre02.g111105_4532.1.v6.1,24,21,28,15,15,19
Cre02.g111108_4532.1.v6.1,143,129,155,93,95,111
Cre02.g111150_4532.1.v6.1,185,197,197,206,202,228
Cre02.g111200_4532.1.v6.1,124,101,177,101,133,120
Cre02.g111500_4532.2.v6.1,0,0,167,222,255,0
Cre02.g111500_4532.1.v6.1,228,242,140,196,217,488
Cre02.g111350_4532.2.v6.1,0,0,0,0,0,0
Cre02.g111350_4532.1.v6.1,59,59,51,64,81,83
Cre02.g111400_4532.1.v6.1,113,116,72,69,76,62
Cre02.g111450_4532.1.v6.1,463,316,163,64,83,70
Cre02.g111550_4532.2.v6.1,0,257,0,0,0,0
Cre02.g111550_4532.1.v6.1,543,279,629,683,795,808
Cre02.g111550_4532.3.v6.1,14,36,181,81,129,109
Cre02.g111550_4532.4.v6.1,27,0,25,24,18,36
Cre02.g112000_4532.2.v6.1,65,58,70,178,178,204
Cre02.g112000_4532.1.v6.1,3,2,2,14,17,22
Cre02.g111950_4532.1.v6.1,70,68,93,94,95,98
Cre02.g111950_4532.2.v6.1,3,0,4,0,0,0
Cre02.g111800_4532.2.v6.1,0,0,0,0,0,0
Cre02.g111650_4532.1.v6.1,80,100,42,143,138,109
Cre02.g111650_4532.2.v6.1,12,5,28,7,9,12
Cre02.g111700_4532.1.v6.1,569,811,446,115,137,110
Cre02.g111750_4532.2.v6.1,41,30,32,27,40,49
Cre02.g111750_4532.1.v6.1,12,7,24,11,11,0
Cre02.g111800_4532.1.v6.1,67,110,35,86,114,96
Cre02.g111850_4532.1.v6.1,35,38,33,54,77,70
Cre02.g112300_4532.2.v6.1,0,3,0,47,56,60
Cre02.g112300_4532.1.v6.1,59,60,82,8,4,7
Cre02.g112300_4532.4.v6.1,14,30,0,0,0,0
Cre02.g112300_4532.5.v6.1,2,35,0,0,0,0
Cre02.g112300_4532.3.v6.1,51,0,0,0,0,0
Cre02.g112333_4532.1.v6.1,94,11,36,1933,2176,1994
Cre02.g112400_4532.1.v6.1,68,16,59,19,23,14
Cre02.g112400_4532.2.v6.1,28,68,22,36,54,53
Cre02.g112400_4532.3.v6.1,16,0,25,0,0,0
Cre02.g112500_4532.2.v6.1,0,0,0,25,30,32
Cre02.g112500_4532.1.v6.1,14,24,9,214,242,279
Cre02.g112050_4532.3.v6.1,0,0,9,0,3,4
Cre02.g112050_4532.2.v6.1,0,0,0,0,0,0
Cre02.g112200_4532.2.v6.1,0,0,0,0,0,0
Cre02.g112200_4532.3.v6.1,0,0,0,0,0,0
Cre02.g112200_4532.4.v6.1,0,0,0,0,0,0
Cre02.g112250_4532.2.v6.1,0,0,0,0,0,0
Cre02.g112266_4532.2.v6.1,0,0,17,0,0,0
Cre02.g112050_4532.1.v6.1,14,13,9,10,9,6
Cre02.g112100_4532.1.v6.1,27,45,32,19,27,31
Cre02.g112150_4532.1.v6.1,1262,1136,2111,427,428,442
Cre02.g112200_4532.5.v6.1,52,55,14,49,33,65
Cre02.g112200_4532.6.v6.1,24,37,122,114,131,52
Cre02.g112200_4532.1.v6.1,551,431,735,536,621,753
Cre02.g112250_4532.1.v6.1,58,69,76,67,56,66
Cre02.g112266_4532.1.v6.1,107,187,244,3,7,2
Cre02.g112550_4532.2.v6.1,0,102,22,85,0,0
Cre02.g112750_4532.2.v6.1,0,0,0,55,98,149
Cre02.g112550_4532.1.v6.1,245,165,337,268,408,399
Cre02.g112550_4532.3.v6.1,21,13,11,14,0,0
Cre02.g112550_4532.4.v6.1,3,33,4,4,19,5
Cre02.g112550_4532.5.v6.1,1,12,3,2,5,2
Cre02.g112600_4532.1.v6.1,476,467,421,160,170,172
Cre02.g112650_4532.1.v6.1,111,102,75,58,67,50
Cre02.g112701_4532.1.v6.1,3,5,2,7,4,2
Cre02.g112750_4532.1.v6.1,280,197,190,841,916,705
Cre02.g113150_4532.1.v6.1,0,0,23,18,0,0
Cre02.g112800_4532.1.v6.1,7,9,8,7,5,7
Cre02.g112850_4532.1.v6.1,57,37,49,53,67,86
Cre02.g112900_4532.1.v6.1,174,204,120,209,240,270
Cre02.g112950_4532.1.v6.1,33,18,13,26,40,28
Cre02.g113000_4532.1.v6.1,241,211,208,807,708,579
Cre02.g113050_4532.1.v6.1,47,46,32,71,70,72
Cre02.g113100_4532.2.v6.1,250,278,185,226,250,275
Cre02.g113100_4532.1.v6.1,27,27,19,23,26,24
Cre02.g113150_4532.2.v6.1,20,32,7,8,11,26
Cre02.g113150_4532.3.v6.1,2,0,0,0,22,0
Cre02.g113400_4532.1.v6.1,255,420,268,202,180,175
Cre02.g113450_4532.1.v6.1,24,25,40,56,74,84
Cre02.g800235_4532.1.v6.1,75,73,140,165,196,207
Cre02.g113500_4532.1.v6.1,6,0,9,0,0,12
Cre02.g113300_4532.2.v6.1,0,0,0,0,0,0
Cre02.g113300_4532.3.v6.1,0,12,0,0,0,0
Cre02.g113300_4532.4.v6.1,0,0,0,0,0,0
Cre02.g113250_4532.1.v6.1,105,157,38,85,75,21
Cre02.g113250_4532.2.v6.1,27,0,63,12,32,108
Cre02.g113300_4532.1.v6.1,35,59,91,90,91,56
Cre02.g113300_4532.5.v6.1,49,19,23,13,48,69
Cre02.g113300_4532.6.v6.1,8,12,19,8,20,20
Cre02.g113350_4532.1.v6.1,269,290,342,352,404,455
Cre02.g113200_4532.1.v6.1,3818,3447,3033,2663,3131,3805
Cre02.g113752_4532.2.v6.1,0,0,0,0,0,0
Cre02.g113800_4532.1.v6.1,0,0,3,0,0,0
Cre02.g113752_4532.1.v6.1,35,32,59,44,43,67
Cre02.g113700_4532.1.v6.1,124,129,113,68,93,99
Cre02.g113750_4532.1.v6.1,65,71,29,36,34,30
Cre02.g113751_4532.1.v6.1,30,28,34,37,37,49
Cre02.g113550_4532.1.v6.1,109,99,96,113,98,125
Cre02.g113600_4532.2.v6.1,43,36,250,57,151,275
Cre02.g113600_4532.1.v6.1,366,431,396,539,486,375
Cre02.g800236_4532.1.v6.1,129,156,113,65,58,103
Cre02.g800236_4532.2.v6.1,40,15,16,0,30,21
Cre02.g113626_4532.1.v6.1,123,127,123,92,85,108
Cre02.g113652_4532.2.v6.1,15,15,30,18,27,8
Cre02.g113652_4532.1.v6.1,32,28,15,28,29,52
Cre02.g800238_4532.1.v6.1,1,1,2,1,1,4
Cre02.g114575_4532.1.v6.1,28,26,44,45,51,61
Cre02.g113900_4532.1.v6.1,0,0,0,8,0,0
Cre02.g114050_4532.2.v6.1,0,0,0,0,0,0
Cre02.g114150_4532.3.v6.1,0,0,0,0,0,36
Cre02.g114150_4532.2.v6.1,0,0,0,12,0,0
Cre02.g114500_4532.2.v6.1,0,0,31,287,137,196
Cre02.g113809_4532.1.v6.1,6,0,9,7,7,14
Cre02.g113850_4532.1.v6.1,2,110,45,7,11,10
Cre02.g113850_4532.2.v6.1,72,0,0,0,0,0
Cre02.g113900_4532.2.v6.1,47,35,32,6,23,16
Cre02.g113950_4532.1.v6.1,24,15,15,10,14,11
Cre02.g114000_4532.1.v6.1,23,28,17,18,38,46
Cre02.g114001_4532.1.v6.1,37,43,51,38,68,71
Cre02.g114050_4532.1.v6.1,48,58,65,46,69,69
Cre02.g800237_4532.1.v6.1,171,200,203,80,99,70
Cre02.g114150_4532.4.v6.1,6,7,3,22,15,4
Cre02.g114150_4532.5.v6.1,3,4,1,8,7,3
Cre02.g114150_4532.1.v6.1,9,25,0,28,57,50
Cre02.g114200_4532.1.v6.1,118,133,101,102,114,109
Cre02.g114250_4532.1.v6.1,142,96,71,74,93,118
Cre02.g114300_4532.1.v6.1,23,16,14,38,50,64
Cre02.g114350_4532.1.v6.1,16,19,26,30,25,72
Cre02.g114400_4532.1.v6.1,141,139,189,156,157,167
Cre02.g114450_4532.1.v6.1,65,77,49,22,32,47
Cre02.g114500_4532.4.v6.1,14,65,16,60,50,21
Cre02.g114500_4532.1.v6.1,148,41,141,792,1018,1096
Cre02.g114500_4532.6.v6.1,14,10,20,41,17,14
Cre02.g114500_4532.5.v6.1,21,28,99,39,87,66
Cre02.g114500_4532.3.v6.1,24,0,29,2,29,99
Cre02.g800239_4532.1.v6.1,0,3,0,15,11,19
Cre02.g115550_4532.1.v6.1,0,21,20,33,71,43
Cre02.g115550_4532.2.v6.1,45,13,0,64,49,58
Cre02.g115500_4532.1.v6.1,0,0,0,0,0,0
Cre02.g115508_4532.2.v6.1,0,0,8,3,1,56
Cre02.g115508_4532.4.v6.1,0,0,0,0,0,0
